,unique_key,date,arrest,domestic,community_area,longitude,latitude,year
1638,22270,2016-01-13 13:58:00+00:00,False,False,51.0,-87.544643027,41.718829154,2016
1639,20470,2012-06-17 15:34:00+00:00,True,False,51.0,-87.560775501,41.700381668,2012
1640,21168,2013-11-23 02:47:00+00:00,False,False,51.0,-87.565262394,41.713515873,2013
1641,21631,2014-11-08 00:41:00+00:00,False,False,51.0,-87.563268783,41.705941932,2014
1642,20532,2012-07-26 23:17:00+00:00,False,False,51.0,-87.55941507,41.713364123,2012
1643,23525,2017-08-16 16:46:00+00:00,True,False,51.0,-87.564649421,41.718237486,2017
1644,3037,2005-02-03 02:07:00+00:00,True,False,51.0,-87.569938072,41.721994032,2005
1645,23825,2018-02-16 23:58:00+00:00,False,False,51.0,-87.560898667,41.709060038,2018
1646,19084,2009-09-18 11:45:00+00:00,True,False,51.0,-87.559624682,41.704130902,2009
1647,3216,2005-06-27 02:45:00+00:00,False,False,51.0,-87.572194892,41.718858531,2005
1648,2043,2003-03-14 22:49:00+00:00,False,False,53.0,-87.641397268,41.662543269,2003
1649,21110,2013-10-05 15:39:00+00:00,False,False,53.0,-87.646873411,41.680686022,2013
1650,22202,2015-12-03 05:53:00+00:00,False,False,53.0,-87.620413624,41.674720657,2015
1651,2216,2003-06-16 18:50:00+00:00,True,False,53.0,-87.64025373,41.680445955,2003
1652,19496,2010-07-15 15:45:00+00:00,True,False,53.0,-87.650638815,41.684289812,2010
1653,1935,2002-12-21 04:55:00+00:00,False,False,53.0,-87.625155802,41.679215014,2002
1654,19079,2009-09-14 00:40:00+00:00,True,False,53.0,-87.634762139,41.68083259,2009
1655,1842,2002-10-30 06:10:00+00:00,True,False,53.0,-87.622623244,41.676831017,2002
1656,20395,2012-05-04 21:09:00+00:00,False,False,53.0,-87.642976891,41.673291386,2012
1657,22105,2015-09-20 07:04:00+00:00,False,False,53.0,-87.626376407,41.680740148,2015
1658,1047,2001-09-01 01:30:00+00:00,True,False,53.0,-87.6356864,41.671518427,2001
1659,4113,2007-06-12 23:26:00+00:00,True,False,53.0,-87.622826799,41.683284212,2007
1660,22798,2016-09-21 00:58:00+00:00,True,False,53.0,-87.641635676,41.669674511,2016
1661,3981,2007-03-02 15:00:00+00:00,False,False,53.0,-87.639072991,41.684036655,2007
1662,3215,2005-06-26 06:35:00+00:00,True,False,53.0,-87.645658652,41.680629362,2005
1663,23807,2018-02-03 04:22:00+00:00,False,False,53.0,-87.619621673,41.677158203,2018
1664,24175,2018-09-12 18:25:00+00:00,False,False,53.0,-87.625681696,41.677991535,2018
1665,22475,2016-05-12 01:22:00+00:00,False,False,53.0,-87.635974738,41.665150556,2016
1666,22013,2015-08-02 05:00:00+00:00,False,False,53.0,-87.626382106,41.680888377,2015
1667,4216,2007-08-25 05:20:00+00:00,False,False,53.0,-87.619337963,41.683948674,2007
1668,20611,2012-09-08 05:52:00+00:00,False,False,53.0,-87.63725483,41.683235288,2012
1669,20567,2012-08-14 10:42:00+00:00,False,False,53.0,-87.628820016,41.682914946,2012
1670,4459,2008-03-24 06:10:00+00:00,False,False,53.0,-87.646580683,41.671721258,2008
1671,22812,2016-09-26 19:51:00+00:00,False,False,53.0,-87.616537019,41.676063226,2016
1672,24216,2018-10-04 05:57:00+00:00,False,True,53.0,-87.64657781,41.671647143,2018
1673,23711,2017-11-25 21:44:00+00:00,True,True,53.0,-87.657930869,41.683989855,2017
1674,20359,2012-04-12 19:18:00+00:00,True,False,53.0,-87.638991784,41.685120177,2012
1675,19753,2011-01-18 02:09:00+00:00,False,False,53.0,-87.64295433,41.677800201,2011
1676,1017,2001-08-18 21:15:00+00:00,True,False,53.0,-87.615233757,41.683977989,2001
1677,1978,2003-01-14 19:30:00+00:00,False,False,53.0,-87.62007655,41.666128778,2003
1678,24116,2018-08-07 19:00:00+00:00,False,False,53.0,-87.619690349,41.668953053,2018
1679,3867,2006-11-08 20:33:00+00:00,True,False,53.0,-87.638500244,41.681126941,2006
1680,20853,2013-04-24 18:55:00+00:00,False,False,53.0,-87.631096132,41.678960565,2013
1681,2645,2004-03-18 16:00:00+00:00,True,False,53.0,-87.636082708,41.684312196,2004
1682,23236,2017-04-10 20:25:00+00:00,True,False,53.0,-87.657887251,41.682559799,2017
1683,21371,2014-05-11 16:30:00+00:00,True,False,53.0,-87.630469356,41.683408048,2014
1684,22006,2015-07-30 04:00:00+00:00,False,False,53.0,-87.616014618,41.676298724,2015
1685,22735,2016-08-27 04:30:00+00:00,False,False,53.0,-87.635724425,41.66324995,2016
1686,3026,2005-01-20 23:09:00+00:00,False,False,53.0,-87.639424648,41.675498398,2005
1687,4770,2008-09-30 20:03:00+00:00,True,False,53.0,-87.645769166,41.685034684,2008
1688,21488,2014-07-24 03:53:00+00:00,False,False,53.0,-87.620651734,41.682334926,2014
1689,1380,2002-03-04 04:40:00+00:00,True,True,53.0,-87.65174766,41.680860482,2002
1690,1698,2002-08-21 01:05:00+00:00,True,False,53.0,-87.637124349,41.679038406,2002
1691,24026,2018-06-25 23:50:00+00:00,False,False,53.0,-87.6284259,41.670052557,2018
1692,4647,2008-07-21 22:13:00+00:00,False,False,53.0,-87.625639499,41.682511198,2008
1693,3334,2005-09-01 21:54:00+00:00,True,True,53.0,-87.61498301,41.6772281,2005
1694,3684,2006-07-09 11:54:00+00:00,True,False,53.0,-87.62339354,41.678018588,2006
1695,896,2001-06-26 02:25:00+00:00,False,False,53.0,-87.628414883,41.669720424,2001
1696,1190,2001-11-03 19:45:00+00:00,False,False,53.0,-87.624745566,41.668224148,2001
1697,3994,2007-03-13 20:21:00+00:00,True,False,53.0,-87.627160657,41.668271945,2007
1698,23108,2017-01-27 20:27:00+00:00,False,False,53.0,-87.633305263,41.658188388,2017
1699,23217,2017-04-01 07:09:00+00:00,False,False,53.0,-87.634765206,41.680887496,2017
1700,3870,2006-11-11 03:59:00+00:00,False,False,53.0,-87.619726687,41.681569005,2006
1701,2877,2004-08-30 02:05:00+00:00,False,False,53.0,-87.638033394,41.669743339,2004
1702,24051,2018-07-12 00:46:00+00:00,False,False,53.0,-87.618711939,41.675346776,2018
1703,24337,2018-11-08 14:06:00+00:00,True,True,53.0,-87.646196713,41.682356024,2018
1704,3977,2007-02-27 22:20:00+00:00,True,True,53.0,-87.626855304,41.679796296,2007
1705,3170,2005-05-31 17:17:00+00:00,True,False,53.0,-87.636131945,41.670593543,2005
1706,2926,2004-10-12 00:01:00+00:00,True,False,56.0,-87.744117808,41.811262257,2004
1707,19023,2009-08-16 10:00:00+00:00,False,False,56.0,-87.750626429,41.812332796,2009
1708,21166,2013-09-21 09:00:00+00:00,True,True,56.0,-87.785380558,41.789786609,2013
1709,3470,2006-01-12 11:44:00+00:00,False,False,56.0,-87.739703297,41.81621491,2006
1710,2477,2003-11-10 21:15:00+00:00,True,False,56.0,-87.742947396,41.799705551,2003
1711,3169,2005-05-31 13:29:00+00:00,True,False,56.0,-87.74709588,41.813728138,2005
1712,1687,2002-08-14 06:15:00+00:00,False,False,56.0,-87.772256627,41.7990319,2002
1713,23773,2018-01-11 05:51:00+00:00,True,False,56.0,-87.743030382,41.803051264,2018
1714,20621,2012-09-17 01:05:00+00:00,True,False,56.0,-87.748132093,41.810714711,2012
1715,2805,2004-07-18 05:30:00+00:00,False,False,56.0,-87.743285702,41.812399607,2004
1716,24289,2018-11-11 19:56:00+00:00,False,False,56.0,-87.745636672,41.808827626,2018
1717,23740,2017-12-17 06:56:00+00:00,False,False,56.0,-87.751414683,41.807515086,2017
1718,5111,2009-07-09 03:08:00+00:00,False,False,56.0,-87.750615189,41.811954028,2009
1719,2424,2003-10-05 21:25:00+00:00,True,False,56.0,-87.747146583,41.813799748,2003
1720,2762,2004-06-23 14:45:00+00:00,False,False,56.0,-87.753008921,41.810506188,2004
1721,21724,2015-01-13 17:40:00+00:00,False,False,58.0,-87.689552817,41.816501877,2015
1722,20773,2013-01-09 09:15:00+00:00,True,False,58.0,-87.698313499,41.820916786,2013
1723,21149,2013-11-03 19:27:00+00:00,True,True,58.0,-87.698028592,41.812995227,2013
1724,23123,2017-02-06 07:45:00+00:00,True,False,58.0,-87.687697435,41.810207067,2017
1725,2212,2003-06-15 03:50:00+00:00,True,False,58.0,-87.704523804,41.822125501,2003
1726,4103,2007-06-07 05:58:00+00:00,False,False,58.0,-87.690688646,41.813338597,2007
1727,23036,2016-12-24 00:25:00+00:00,False,False,58.0,-87.700741695,41.823575665,2016
1728,23105,2017-01-22 04:02:00+00:00,False,False,58.0,-87.711790555,41.823756731,2017
1729,4899,2009-01-18 23:00:00+00:00,True,False,58.0,-87.712408822,41.808748873,2009
1730,11228553,2018-02-12 05:34:00+00:00,True,False,58.0,-87.694643524,41.823997468,2018
1731,22253,2016-01-05 21:57:00+00:00,False,False,58.0,-87.690579179,41.809611253,2016
1732,4431,2008-02-29 08:29:00+00:00,True,False,58.0,-87.685941318,41.817038668,2008
1733,18995,2009-08-05 22:40:00+00:00,False,False,58.0,-87.702964595,41.828107704,2009
1734,22936,2016-11-08 09:39:00+00:00,True,False,58.0,-87.70803582,41.808069268,2016
1735,20387,2012-04-30 06:19:00+00:00,False,False,58.0,-87.694779486,41.828776003,2012
1736,22763,2016-09-05 13:45:00+00:00,False,False,58.0,-87.70040372,41.810952873,2016
1737,4358,2007-12-15 09:35:00+00:00,False,False,58.0,-87.703028112,41.819013527,2007
1738,1164,2001-10-21 01:10:00+00:00,False,False,58.0,-87.69483214,41.830861941,2001
1739,20642,2012-09-28 10:42:00+00:00,False,False,58.0,-87.686211691,41.812045606,2012
1740,19831,2011-04-10 01:44:00+00:00,False,False,58.0,-87.68565586,41.811145094,2011
1741,22779,2016-09-11 03:12:00+00:00,False,False,58.0,-87.687264022,41.821579658,2016
1742,1033,2001-08-27 00:25:00+00:00,False,False,58.0,-87.6947493,41.827752222,2001
1743,2543,2003-12-22 04:14:00+00:00,True,False,58.0,-87.704377004,41.818381505,2003
1744,22221,2015-08-11 00:01:00+00:00,False,False,58.0,-87.705724716,41.808097829,2015
1745,23140,2017-02-15 14:58:00+00:00,True,False,58.0,-87.702025334,41.821381819,2017
1746,22562,2016-06-18 14:07:00+00:00,False,False,58.0,-87.703604442,41.814483142,2016
1747,23580,2017-09-15 22:18:00+00:00,False,False,58.0,-87.692962549,41.807857248,2017
1748,4025,2007-04-02 14:28:00+00:00,False,False,58.0,-87.695420776,41.823683452,2007
1749,4083,2007-05-25 18:30:00+00:00,False,True,58.0,-87.697775467,41.828208089,2007
1750,1615,2002-07-14 14:17:00+00:00,False,False,58.0,-87.699440511,41.808195048,2002
1751,23689,2017-11-12 02:07:00+00:00,False,False,58.0,-87.685564113,41.807508406,2017
1752,23176,2017-03-06 23:57:00+00:00,False,False,58.0,-87.694906115,41.832648872,2017
1753,23022,2016-12-16 16:06:00+00:00,False,False,58.0,-87.689511893,41.815093834,2016
1754,23579,2017-09-15 22:17:00+00:00,False,False,58.0,-87.692962549,41.807857248,2017
1755,4316,2007-11-02 20:17:00+00:00,True,False,60.0,-87.647706607,41.841616765,2007
1756,20107,2011-10-23 06:18:00+00:00,True,False,60.0,-87.652216784,41.831591357,2011
1757,4064,2007-05-07 00:50:00+00:00,False,False,60.0,-87.662799249,41.839310125,2007
1758,20392,2012-05-03 05:13:00+00:00,False,False,60.0,-87.639999033,41.830132402,2012
1759,2626,2004-03-05 07:45:00+00:00,True,False,60.0,-87.648010791,41.846470434,2004
1760,20786,2013-01-26 04:00:00+00:00,False,False,60.0,-87.640360088,41.82353187,2013
1761,4265,2007-09-22 08:58:00+00:00,True,False,60.0,-87.663135029,41.843003119,2007
1762,1217,2001-11-14 20:29:00+00:00,True,False,60.0,-87.646168819,41.833393992,2001
1763,20644,2012-09-30 05:22:00+00:00,True,False,60.0,-87.650079737,41.830697755,2012
1764,3746,2006-08-18 00:49:00+00:00,True,False,60.0,-87.651796379,41.840782151,2006
1765,22344,2016-02-20 18:27:00+00:00,True,True,60.0,-87.660432642,41.842776011,2016
1766,20909,2013-06-04 13:35:00+00:00,False,False,61.0,-87.682163166,41.814827379,2013
1767,21956,2015-07-03 01:00:00+00:00,False,False,61.0,-87.663676702,41.805824145,2015
1768,22123,2015-09-28 20:08:00+00:00,False,False,61.0,-87.652523151,41.797127818,2015
1769,19982,2011-07-24 03:23:00+00:00,False,False,61.0,-87.672147822,41.80419646,2011
1770,2141,2003-05-07 12:53:00+00:00,True,False,61.0,-87.643137128,41.80955005,2003
1771,21732,2015-01-21 00:42:00+00:00,False,False,61.0,-87.653742794,41.797277742,2015
1772,22157,2015-10-24 17:40:00+00:00,False,False,61.0,-87.642805817,41.797363455,2015
1773,20502,2012-07-05 02:34:00+00:00,False,False,61.0,-87.66903552,41.812205522,2012
1774,20778,2013-01-18 21:31:00+00:00,False,False,61.0,-87.66219065,41.795335057,2013
1775,20703,2012-11-18 10:42:00+00:00,False,False,61.0,-87.668780391,41.814885204,2012
1776,2020,2003-02-26 18:15:00+00:00,False,False,61.0,-87.655671106,41.803263436,2003
1777,19921,2011-06-11 01:43:00+00:00,False,False,61.0,-87.669574729,41.798704033,2011
1778,19468,2010-06-24 22:14:00+00:00,True,False,61.0,-87.667890288,41.80129038,2010
1779,20647,2012-10-06 12:53:00+00:00,False,False,61.0,-87.666324236,41.813312219,2012
1780,20432,2012-05-27 15:20:00+00:00,False,False,61.0,-87.663447077,41.796881935,2012
1781,20851,2013-04-22 05:41:00+00:00,False,False,61.0,-87.668316029,41.814029047,2013
1782,24088,2018-07-28 00:29:00+00:00,True,False,61.0,-87.665877661,41.79696469,2018
1783,22445,2016-05-02 19:36:00+00:00,True,False,61.0,-87.665047242,41.811589624,2016
1784,21710,2014-12-28 16:32:00+00:00,False,False,61.0,-87.653734721,41.797000522,2014
1785,2426,2003-10-07 17:00:00+00:00,True,False,61.0,-87.651404057,41.80098513,2003
1786,2854,2004-08-15 04:17:00+00:00,True,False,61.0,-87.67238896,41.79393697,2004
1787,1820,2002-10-18 02:47:00+00:00,False,False,61.0,-87.655583058,41.803265661,2002
1788,21918,2015-06-14 00:35:00+00:00,False,False,61.0,-87.671174895,41.813551593,2015
1789,2344,2003-08-26 05:05:00+00:00,True,False,61.0,-87.643964462,41.802518687,2003
1790,4472,2008-04-04 18:03:00+00:00,True,False,61.0,-87.662789811,41.806809657,2008
1791,4696,2008-08-17 23:27:00+00:00,True,False,61.0,-87.641389419,41.794369152,2008
1792,4058,2007-05-01 23:52:00+00:00,False,False,61.0,-87.662514144,41.80791948,2007
1793,1348,2002-02-01 22:07:00+00:00,True,False,61.0,-87.66495155,41.807738845,2002
1794,22392,2016-03-23 00:39:00+00:00,False,False,61.0,-87.668306657,41.796847051,2016
1795,3710,2006-07-27 02:47:00+00:00,True,False,61.0,-87.673868046,41.806695412,2006
1796,22228,2015-12-20 06:52:00+00:00,False,False,61.0,-87.646511957,41.799227087,2015
1797,21524,2014-08-24 03:29:00+00:00,False,False,61.0,-87.646348842,41.802480829,2014
1798,4267,2007-09-22 22:45:00+00:00,False,False,61.0,-87.676991551,41.803612263,2007
1799,2517,2003-12-03 03:16:00+00:00,True,False,61.0,-87.650194938,41.801219443,2003
1800,4434,2008-03-01 20:10:00+00:00,False,False,61.0,-87.676994406,41.803691863,2008
1801,23864,2018-03-17 23:15:00+00:00,False,False,61.0,-87.664844437,41.80392916,2018
1802,23641,2017-10-13 20:52:00+00:00,False,False,61.0,-87.666329066,41.813553744,2017
1803,19688,2010-11-25 16:10:00+00:00,False,False,61.0,-87.672841275,41.80488652,2010
1804,20504,2012-07-05 16:07:00+00:00,False,False,61.0,-87.659165427,41.80685705,2012
1805,20287,2012-02-24 12:06:00+00:00,False,False,61.0,-87.662472724,41.806264438,2012
1806,1472,2002-05-06 07:10:00+00:00,False,False,61.0,-87.665047641,41.811551206,2002
1807,21162,2013-11-18 22:17:00+00:00,False,False,61.0,-87.666885274,41.814039965,2013
1808,20278,2012-02-19 12:30:00+00:00,False,False,61.0,-87.668449681,41.802169045,2012
1809,20970,2013-07-07 15:30:00+00:00,False,False,61.0,-87.664954048,41.807851375,2013
1810,2271,2003-07-13 20:03:00+00:00,False,False,61.0,-87.662511822,41.807790486,2003
1811,1931,2002-12-18 04:30:00+00:00,False,False,61.0,-87.667377658,41.807939546,2002
1812,21711,2014-12-28 16:35:00+00:00,False,False,61.0,-87.653876989,41.802627142,2014
1813,21347,2014-04-26 01:17:00+00:00,True,False,61.0,-87.673123557,41.795252963,2014
1814,19888,2011-05-30 22:52:00+00:00,False,False,61.0,-87.648919345,41.794257836,2011
1815,20221,2011-12-31 05:29:00+00:00,False,False,61.0,-87.669952677,41.81326188,2011
1816,23990,2018-06-10 17:53:00+00:00,False,False,61.0,-87.673115119,41.795003185,2018
1817,22861,2016-10-19 20:00:00+00:00,False,False,61.0,-87.667569904,41.814878195,2016
1818,4302,2007-10-21 09:46:00+00:00,False,False,61.0,-87.67111828,41.811213142,2007
1819,1988,2003-01-25 19:21:00+00:00,False,False,61.0,-87.675842753,41.806201783,2003
1820,19667,2010-11-08 16:20:00+00:00,True,False,61.0,-87.648774838,41.803357016,2010
1821,20375,2012-04-20 20:26:00+00:00,True,False,61.0,-87.67395607,41.806695917,2012
1822,2402,2003-09-25 06:20:00+00:00,False,False,61.0,-87.651312741,41.797145336,2003
1823,4516,2008-05-03 23:20:00+00:00,True,False,61.0,-87.666071973,41.80404058,2008
1824,4610,2008-07-01 19:35:00+00:00,False,False,61.0,-87.682730505,41.806614222,2008
1825,3583,2006-05-06 21:50:00+00:00,True,False,61.0,-87.674435627,41.798553638,2006
1826,22648,2016-07-28 01:20:00+00:00,False,False,61.0,-87.64642222,41.802478524,2016
1827,3307,2005-08-14 02:50:00+00:00,False,False,61.0,-87.667302871,41.804890217,2005
1828,22487,2016-05-16 17:05:00+00:00,False,False,61.0,-87.662442511,41.804941518,2016
1829,3247,2005-07-10 22:45:00+00:00,False,False,61.0,-87.663491015,41.79864951,2005
1830,22883,2016-10-28 23:02:00+00:00,True,False,61.0,-87.673580917,41.793924612,2016
1831,4816,2008-10-28 13:25:00+00:00,False,False,61.0,-87.661251143,41.805930728,2008
1832,3238,2005-07-10 15:32:00+00:00,True,False,61.0,-87.660980217,41.795358166,2005
1833,4581,2008-06-17 20:00:00+00:00,False,False,61.0,-87.675273272,41.804862058,2008
1834,4092,2007-06-01 22:28:00+00:00,True,False,61.0,-87.646259169,41.797828736,2007
1835,22587,2016-06-28 01:37:00+00:00,True,True,61.0,-87.668818274,41.80128203,2016
1836,23393,2017-06-26 22:52:00+00:00,False,False,61.0,-87.660979844,41.79539384,2017
1837,24312,2018-11-23 10:08:00+00:00,False,False,61.0,-87.649123306,41.803353604,2018
1838,2384,2003-09-14 05:39:00+00:00,False,False,61.0,-87.660010567,41.804960221,2003
1839,4990,2009-04-25 16:42:00+00:00,True,False,61.0,-87.651360887,41.799176392,2009
1840,22978,2016-11-25 19:32:00+00:00,False,False,61.0,-87.657609802,41.80620026,2016
1841,23347,2017-06-08 03:48:00+00:00,True,True,61.0,-87.677512126,41.795722675,2017
1842,23372,2017-06-17 19:17:00+00:00,False,False,61.0,-87.655183815,41.806345131,2017
1843,658,2001-01-16 00:01:00+00:00,True,False,61.0,-87.665923432,41.798562129,2001
1844,19744,2011-01-09 04:11:00+00:00,False,False,63.0,-87.687172669,41.801104078,2011
1845,20799,2013-02-07 16:56:00+00:00,False,False,63.0,-87.682747359,41.802047832,2013
1846,1867,2002-11-16 14:00:00+00:00,True,True,63.0,-87.692454415,41.78928109,2002
1847,20246,2012-01-13 23:37:00+00:00,True,False,63.0,-87.692412039,41.787645257,2012
1848,20154,2011-11-13 19:16:00+00:00,False,False,63.0,-87.693041121,41.793702667,2011
1849,21330,2014-04-13 01:26:00+00:00,True,False,63.0,-87.699715217,41.796322047,2014
1850,22424,2016-04-13 02:47:00+00:00,False,False,63.0,-87.685135163,41.789292167,2016
1851,3274,2005-07-30 22:22:00+00:00,False,False,63.0,-87.697800852,41.78815819,2005
1852,1904,2002-12-07 20:41:00+00:00,True,False,63.0,-87.68106805,41.794768699,2002
1853,21652,2014-11-11 18:55:00+00:00,False,False,63.0,-87.683856869,41.801134776,2014
1854,1375,2002-02-26 09:00:00+00:00,True,False,63.0,-87.683870028,41.787844269,2002
1855,4217,2007-08-25 21:18:00+00:00,True,False,63.0,-87.687635682,41.791515401,2007
1856,1792,2002-10-01 01:20:00+00:00,False,False,63.0,-87.696165706,41.791093755,2002
1857,19572,2010-08-27 04:10:00+00:00,False,False,63.0,-87.704664147,41.78938972,2010
1858,850,2001-06-04 11:15:00+00:00,True,False,63.0,-87.706089753,41.796620481,2001
1859,3355,2005-09-20 20:39:00+00:00,False,False,63.0,-87.704650532,41.78890665,2005
1860,1876,2002-11-19 22:30:00+00:00,False,False,63.0,-87.68762727,41.79125739,2002
1861,24300,2018-11-18 04:53:00+00:00,False,False,63.0,-87.685383058,41.798539069,2018
1862,826,2001-05-12 23:11:00+00:00,False,False,63.0,-87.707160999,41.790929182,2001
1863,1295,2001-12-30 02:52:00+00:00,False,False,63.0,-87.694031842,41.802130398,2001
1864,20610,2012-09-08 09:57:00+00:00,False,False,63.0,-87.697955586,41.791797974,2012
1865,4794,2008-10-12 05:47:00+00:00,False,False,63.0,-87.685910818,41.801124416,2008
1866,4742,2008-09-16 21:01:00+00:00,False,False,63.0,-87.695045022,41.794646876,2008
1867,2542,2003-12-21 06:40:00+00:00,False,False,63.0,-87.688064764,41.795167714,2003
1868,23074,2017-01-11 12:30:00+00:00,False,False,63.0,-87.701051918,41.791288154,2017
1869,1684,2002-08-13 08:00:00+00:00,True,False,63.0,-87.687768326,41.796203389,2002
1870,22318,2016-02-04 13:00:00+00:00,True,False,63.0,-87.693680468,41.789518444,2016
1871,3098,2005-04-05 00:46:00+00:00,False,False,63.0,-87.685651277,41.795211762,2005
1872,4761,2008-09-25 00:56:00+00:00,False,False,63.0,-87.703651531,41.796939201,2008
1873,1587,2002-07-04 03:14:00+00:00,False,False,63.0,-87.687007544,41.786511773,2002
1874,22319,2016-02-04 13:00:00+00:00,True,False,63.0,-87.693680468,41.789518444,2016
1875,21606,2014-10-22 16:18:00+00:00,True,True,65.0,-87.725648875,41.778624258,2014
1876,19583,2010-09-01 15:12:00+00:00,False,False,65.0,-87.728652882,41.770678897,2010
1877,3498,2006-02-15 14:30:00+00:00,True,False,65.0,-87.728944482,41.78139966,2006
1878,731,2001-03-24 16:35:00+00:00,True,False,65.0,-87.741528537,41.754592961,2001
1879,22662,2016-08-01 16:00:00+00:00,False,False,65.0,-87.720789091,41.769580683,2016
1880,1707,2002-08-28 05:50:00+00:00,True,False,65.0,-87.715923041,41.767831215,2002
1881,19587,2010-09-02 20:30:00+00:00,True,False,65.0,-87.730168144,41.781499397,2010
1882,3346,2005-09-14 17:46:00+00:00,True,False,65.0,-87.726590238,41.771326654,2005
1883,22742,2016-08-29 01:10:00+00:00,False,False,65.0,-87.73378721,41.779896462,2016
1884,4894,2009-01-08 16:28:00+00:00,False,False,65.0,-87.72046962,41.784656149,2009
1885,19761,2011-01-27 12:30:00+00:00,False,False,66.0,-87.691032029,41.781896491,2011
1886,19333,2010-04-14 04:25:00+00:00,True,True,66.0,-87.694175824,41.76179283,2010
1887,19230,2009-11-17 20:50:00+00:00,False,False,66.0,-87.686186026,41.766471047,2009
1888,19395,2010-05-19 01:05:00+00:00,False,False,66.0,-87.682057585,41.769466447,2010
1889,19553,2010-08-18 23:55:00+00:00,False,False,66.0,-87.706166918,41.778922967,2010
1890,18977,2009-07-28 14:10:00+00:00,False,False,66.0,-87.708165372,41.784930142,2009
1891,20445,2012-06-04 22:25:00+00:00,True,False,66.0,-87.683229302,41.764151886,2012
1892,21354,2014-04-30 19:36:00+00:00,True,True,66.0,-87.689477091,41.769102111,2014
1893,21215,2014-01-08 17:24:00+00:00,True,False,66.0,-87.686022023,41.776950596,2014
1894,22184,2015-11-21 20:31:00+00:00,False,False,66.0,-87.688551211,41.780293648,2015
1895,22615,2016-07-13 15:44:00+00:00,False,False,66.0,-87.690238624,41.77727066,2016
1896,23736,2017-12-16 22:02:00+00:00,False,False,66.0,-87.697226487,41.785427185,2017
1897,24356,2018-12-19 21:40:00+00:00,False,False,66.0,-87.680910326,41.773071434,2018
1898,3636,2006-06-14 14:07:00+00:00,False,False,66.0,-87.692253528,41.781840195,2006
1899,3588,2006-05-10 01:21:00+00:00,True,False,66.0,-87.688869821,41.768245229,2006
1900,20351,2012-04-05 20:01:00+00:00,False,False,66.0,-87.695775971,41.776763642,2012
1901,20006,2011-08-07 01:30:00+00:00,False,False,66.0,-87.680789327,41.767648013,2011
1902,20696,2012-11-15 17:38:00+00:00,False,False,66.0,-87.697234557,41.785723614,2012
1903,20254,2012-01-20 19:46:00+00:00,False,False,66.0,-87.683180808,41.762419957,2012
1904,21447,2014-06-27 23:16:00+00:00,True,False,66.0,-87.698392698,41.783548308,2014
1905,2066,2003-03-23 03:30:00+00:00,False,False,66.0,-87.697186003,41.783958765,2003
1906,3697,2006-07-16 04:37:00+00:00,True,False,66.0,-87.702392815,41.775331973,2006
1907,2521,2003-12-04 14:55:00+00:00,True,False,66.0,-87.711876223,41.774277711,2003
1908,22298,2016-01-26 00:00:00+00:00,False,False,66.0,-87.69596501,41.78396023,2016
1909,23958,2018-05-26 01:26:00+00:00,False,False,66.0,-87.682362215,41.766529029,2018
1910,3273,2005-07-30 01:00:00+00:00,True,False,66.0,-87.687186995,41.77484679,2005
1911,1776,2002-09-24 18:39:00+00:00,False,False,66.0,-87.70189321,41.77805157,2002
1912,2003,2003-02-06 21:07:00+00:00,True,False,66.0,-87.687474262,41.785677389,2003
1913,20267,2012-02-06 22:32:00+00:00,False,False,66.0,-87.694795243,41.773624208,2012
1914,19332,2010-04-14 04:25:00+00:00,True,True,66.0,-87.694175824,41.76179283,2010
1915,1793,2002-10-01 18:45:00+00:00,False,False,66.0,-87.704163107,41.779878003,2002
1916,21501,2014-08-04 07:24:00+00:00,False,False,66.0,-87.702501792,41.760093469,2014
1917,1822,2002-10-20 01:05:00+00:00,False,False,66.0,-87.685375727,41.78106065,2002
1918,20584,2012-08-21 18:53:00+00:00,False,False,66.0,-87.696384906,41.78636107,2012
1919,20600,2012-08-30 23:15:00+00:00,True,True,66.0,-87.684495418,41.765819345,2012
1920,21475,2014-07-12 01:48:00+00:00,True,True,66.0,-87.688556867,41.780461082,2014
1921,21605,2014-10-21 06:18:00+00:00,False,False,66.0,-87.684396522,41.762174354,2014
1922,24324,2018-12-02 03:15:00+00:00,False,False,66.0,-87.67978316,41.776489908,2018
1923,4862,2008-12-03 22:15:00+00:00,True,False,66.0,-87.698406075,41.784050587,2008
1924,20249,2012-01-16 20:48:00+00:00,False,False,66.0,-87.68606283,41.778361393,2012
1925,20889,2013-05-22 15:21:00+00:00,False,False,66.0,-87.680678169,41.764148399,2013
1926,23601,2017-09-26 03:13:00+00:00,False,False,66.0,-87.680909575,41.773145525,2017
1927,3240,2005-07-10 11:15:00+00:00,True,False,66.0,-87.689431132,41.767466251,2005
1928,3296,2005-08-09 10:50:00+00:00,True,False,66.0,-87.68617622,41.782398888,2005
1929,4615,2008-07-06 00:12:00+00:00,False,False,66.0,-87.702538679,41.786260554,2008
1930,22967,2016-11-20 01:17:00+00:00,False,False,66.0,-87.681005006,41.776752072,2016
1931,22720,2016-08-21 03:00:00+00:00,False,False,66.0,-87.684498502,41.765876993,2016
1932,23656,2017-10-21 19:40:00+00:00,True,True,66.0,-87.706608344,41.771617312,2017
1933,24328,2018-12-03 02:20:00+00:00,True,True,66.0,-87.703081049,41.776556962,2018
1934,3606,2006-05-23 16:15:00+00:00,False,False,66.0,-87.684844209,41.764671452,2006
